question_ref,prep_test,section_number,section_label,question_number,question_label,module_id,section_id,source_item_id
PT 37 · S3 · Q14,PT 37,3,S3,14,Q14,LSAC037,LB:56,12477-04
PT 37 · S3 · Q15,PT 37,3,S3,15,Q15,LSAC037,LB:56,13242-08
PT 37 · S3 · Q16,PT 37,3,S3,16,Q16,LSAC037,LB:56,12194-05
PT 37 · S3 · Q17,PT 37,3,S3,17,Q17,LSAC037,LB:56,11430-04
PT 37 · S3 · Q18,PT 37,3,S3,18,Q18,LSAC037,LB:56,09553-10
PT 37 · S3 · Q19,PT 37,3,S3,19,Q19,LSAC037,LB:56,13242-02
PT 37 · S3 · Q20,PT 37,3,S3,20,Q20,LSAC037,LB:56,13426-03
PT 37 · S3 · Q21,PT 37,3,S3,21,Q21,LSAC037,LB:56,12196-07
PT 37 · S3 · Q22,PT 37,3,S3,22,Q22,LSAC037,LB:56,09099-02
PT 37 · S3 · Q23,PT 37,3,S3,23,Q23,LSAC037,LB:56,CD003504
PT 37 · S3 · Q24,PT 37,3,S3,24,Q24,LSAC037,LB:56,CD003505
PT 37 · S3 · Q25,PT 37,3,S3,25,Q25,LSAC037,LB:56,XG002430
PT 37 · S4 (RC) · Q1,PT 37,4,S4,1,Q1,LSAC037,RC:56,11725-01
PT 37 · S4 (RC) · Q2,PT 37,4,S4,2,Q2,LSAC037,RC:56,11725-09
PT 37 · S4 (RC) · Q3,PT 37,4,S4,3,Q3,LSAC037,RC:56,11725-11
PT 37 · S4 (RC) · Q4,PT 37,4,S4,4,Q4,LSAC037,RC:56,11725-08
PT 37 · S4 (RC) · Q5,PT 37,4,S4,5,Q5,LSAC037,RC:56,11725-04
PT 37 · S4 (RC) · Q6,PT 37,4,S4,6,Q6,LSAC037,RC:56,11725-02
PT 37 · S4 (RC) · Q7,PT 37,4,S4,7,Q7,LSAC037,RC:56,11725-07
PT 37 · S4 (RC) · Q8,PT 37,4,S4,8,Q8,LSAC037,RC:56,11547-01
PT 37 · S4 (RC) · Q9,PT 37,4,S4,9,Q9,LSAC037,RC:56,11547-07
PT 37 · S4 (RC) · Q10,PT 37,4,S4,10,Q10,LSAC037,RC:56,11547-08
PT 37 · S4 (RC) · Q11,PT 37,4,S4,11,Q11,LSAC037,RC:56,11547-12
PT 37 · S4 (RC) · Q12,PT 37,4,S4,12,Q12,LSAC037,RC:56,11547-06
PT 37 · S4 (RC) · Q13,PT 37,4,S4,13,Q13,LSAC037,RC:56,11547-04
PT 37 · S4 (RC) · Q14,PT 37,4,S4,14,Q14,LSAC037,RC:56,12079-07
PT 37 · S4 (RC) · Q15,PT 37,4,S4,15,Q15,LSAC037,RC:56,12079-10
PT 37 · S4 (RC) · Q16,PT 37,4,S4,16,Q16,LSAC037,RC:56,12079-04
PT 37 · S4 (RC) · Q17,PT 37,4,S4,17,Q17,LSAC037,RC:56,12079-05
PT 37 · S4 (RC) · Q18,PT 37,4,S4,18,Q18,LSAC037,RC:56,12079-03
PT 37 · S4 (RC) · Q19,PT 37,4,S4,19,Q19,LSAC037,RC:56,12079-06
PT 37 · S4 (RC) · Q20,PT 37,4,S4,20,Q20,LSAC037,RC:56,12079-12
PT 37 · S4 (RC) · Q21,PT 37,4,S4,21,Q21,LSAC037,RC:56,12079-02
PT 37 · S4 (RC) · Q22,PT 37,4,S4,22,Q22,LSAC037,RC:56,13053-10
PT 37 · S4 (RC) · Q23,PT 37,4,S4,23,Q23,LSAC037,RC:56,13053-04
PT 37 · S4 (RC) · Q24,PT 37,4,S4,24,Q24,LSAC037,RC:56,13053-06
PT 37 · S4 (RC) · Q25,PT 37,4,S4,25,Q25,LSAC037,RC:56,13053-12
PT 37 · S4 (RC) · Q26,PT 37,4,S4,26,Q26,LSAC037,RC:56,13053-07
PT 38 · S1 · Q1,PT 38,1,S1,1,Q1,LSAC038,AR:53,12175-01
PT 38 · S1 · Q2,PT 38,1,S1,2,Q2,LSAC038,AR:53,12175-02
PT 38 · S1 · Q3,PT 38,1,S1,3,Q3,LSAC038,AR:53,12175-08
PT 38 · S1 · Q4,PT 38,1,S1,4,Q4,LSAC038,AR:53,12175-10
PT 38 · S1 · Q5,PT 38,1,S1,5,Q5,LSAC038,AR:53,12175-07
PT 38 · S1 · Q6,PT 38,1,S1,6,Q6,LSAC038,AR:53,12175-11
PT 38 · S1 · Q7,PT 38,1,S1,7,Q7,LSAC038,AR:53,12175-12
PT 38 · S1 · Q8,PT 38,1,S1,8,Q8,LSAC038,AR:53,YC000255
PT 38 · S1 · Q9,PT 38,1,S1,9,Q9,LSAC038,AR:53,YC000260
PT 38 · S1 · Q10,PT 38,1,S1,10,Q10,LSAC038,AR:53,YC000264
PT 38 · S1 · Q11,PT 38,1,S1,11,Q11,LSAC038,AR:53,YC000258
PT 38 · S1 · Q12,PT 38,1,S1,12,Q12,LSAC038,AR:53,YC000259
PT 38 · S1 · Q13,PT 38,1,S1,13,Q13,LSAC038,AR:53,YC000261
PT 38 · S1 · Q14,PT 38,1,S1,14,Q14,LSAC038,AR:53,12291-01
PT 38 · S1 · Q15,PT 38,1,S1,15,Q15,LSAC038,AR:53,D035A-13
PT 38 · S1 · Q16,PT 38,1,S1,16,Q16,LSAC038,AR:53,12291-11
PT 38 · S1 · Q17,PT 38,1,S1,17,Q17,LSAC038,AR:53,12291-04
PT 38 · S1 · Q18,PT 38,1,S1,18,Q18,LSAC038,AR:53,12291-07
PT 38 · S1 · Q19,PT 38,1,S1,19,Q19,LSAC038,AR:53,12291-09
PT 38 · S1 · Q20,PT 38,1,S1,20,Q20,LSAC038,AR:53,11133-01
PT 38 · S1 · Q21,PT 38,1,S1,21,Q21,LSAC038,AR:53,11133-02
PT 38 · S1 · Q22,PT 38,1,S1,22,Q22,LSAC038,AR:53,11133-06
PT 38 · S1 · Q23,PT 38,1,S1,23,Q23,LSAC038,AR:53,11133-03
PT 38 · S1 · Q24,PT 38,1,S1,24,Q24,LSAC038,AR:53,11133-07
PT 38 · S2 · Q1,PT 38,2,S2,1,Q1,LSAC038,LA:53,11526-03
PT 38 · S2 · Q2,PT 38,2,S2,2,Q2,LSAC038,LA:53,XG001812
PT 38 · S2 · Q3,PT 38,2,S2,3,Q3,LSAC038,LA:53,EV000257
PT 38 · S2 · Q4,PT 38,2,S2,4,Q4,LSAC038,LA:53,EV000256
PT 38 · S2 · Q5,PT 38,2,S2,5,Q5,LSAC038,LA:53,09955-08
PT 38 · S2 · Q6,PT 38,2,S2,6,Q6,LSAC038,LA:53,12027-03
PT 38 · S2 · Q7,PT 38,2,S2,7,Q7,LSAC038,LA:53,11443-04
PT 38 · S2 · Q8,PT 38,2,S2,8,Q8,LSAC038,LA:53,11090-07
PT 38 · S2 · Q9,PT 38,2,S2,9,Q9,LSAC038,LA:53,10458-10
PT 38 · S2 · Q10,PT 38,2,S2,10,Q10,LSAC038,LA:53,XG001465
PT 38 · S2 · Q11,PT 38,2,S2,11,Q11,LSAC038,LA:53,12444-09
PT 38 · S2 · Q12,PT 38,2,S2,12,Q12,LSAC038,LA:53,12476-05
PT 38 · S2 · Q13,PT 38,2,S2,13,Q13,LSAC038,LA:53,11312-09
PT 38 · S2 · Q14,PT 38,2,S2,14,Q14,LSAC038,LA:53,WA000852
PT 38 · S2 · Q15,PT 38,2,S2,15,Q15,LSAC038,LA:53,12475-04
PT 38 · S2 · Q16,PT 38,2,S2,16,Q16,LSAC038,LA:53,12929-01
PT 38 · S2 · Q17,PT 38,2,S2,17,Q17,LSAC038,LA:53,AK002012
PT 38 · S2 · Q18,PT 38,2,S2,18,Q18,LSAC038,LA:53,AK002013
PT 38 · S2 · Q19,PT 38,2,S2,19,Q19,LSAC038,LA:53,12476-09
PT 38 · S2 · Q20,PT 38,2,S2,20,Q20,LSAC038,LA:53,12383-06
PT 38 · S2 · Q21,PT 38,2,S2,21,Q21,LSAC038,LA:53,10692-05
PT 38 · S2 · Q22,PT 38,2,S2,22,Q22,LSAC038,LA:53,XG002374
PT 38 · S2 · Q23,PT 38,2,S2,23,Q23,LSAC038,LA:53,CD002574
PT 38 · S2 · Q24,PT 38,2,S2,24,Q24,LSAC038,LA:53,12227-07
PT 38 · S3 · Q1,PT 38,3,S3,1,Q1,LSAC038,LB:53,FC000443
PT 38 · S3 · Q2,PT 38,3,S3,2,Q2,LSAC038,LB:53,FC000444
PT 38 · S3 · Q3,PT 38,3,S3,3,Q3,LSAC038,LB:53,11205-06
PT 38 · S3 · Q4,PT 38,3,S3,4,Q4,LSAC038,LB:53,11448-03
PT 38 · S3 · Q5,PT 38,3,S3,5,Q5,LSAC038,LB:53,13911-01
PT 38 · S3 · Q6,PT 38,3,S3,6,Q6,LSAC038,LB:53,09644-05
PT 38 · S3 · Q7,PT 38,3,S3,7,Q7,LSAC038,LB:53,09551-04
PT 38 · S3 · Q8,PT 38,3,S3,8,Q8,LSAC038,LB:53,09296-03
PT 38 · S3 · Q9,PT 38,3,S3,9,Q9,LSAC038,LB:53,09551-09
PT 38 · S3 · Q10,PT 38,3,S3,10,Q10,LSAC038,LB:53,11459-04
PT 38 · S3 · Q11,PT 38,3,S3,11,Q11,LSAC038,LB:53,11311-02
PT 38 · S3 · Q12,PT 38,3,S3,12,Q12,LSAC038,LB:53,10286-09
PT 38 · S3 · Q13,PT 38,3,S3,13,Q13,LSAC038,LB:53,09957-08
PT 38 · S3 · Q14,PT 38,3,S3,14,Q14,LSAC038,LB:53,12368-09
PT 38 · S3 · Q15,PT 38,3,S3,15,Q15,LSAC038,LB:53,10702-10
PT 38 · S3 · Q16,PT 38,3,S3,16,Q16,LSAC038,LB:53,12723-09
PT 38 · S3 · Q17,PT 38,3,S3,17,Q17,LSAC038,LB:53,09865-06
PT 38 · S3 · Q18,PT 38,3,S3,18,Q18,LSAC038,LB:53,XG002486
PT 38 · S3 · Q19,PT 38,3,S3,19,Q19,LSAC038,LB:53,XG002487
PT 38 · S3 · Q20,PT 38,3,S3,20,Q20,LSAC038,LB:53,12475-06
PT 38 · S3 · Q21,PT 38,3,S3,21,Q21,LSAC038,LB:53,11526-11
PT 38 · S3 · Q22,PT 38,3,S3,22,Q22,LSAC038,LB:53,12507-09
PT 38 · S3 · Q23,PT 38,3,S3,23,Q23,LSAC038,LB:53,14230-01
PT 38 · S3 · Q24,PT 38,3,S3,24,Q24,LSAC038,LB:53,11556-01
PT 38 · S3 · Q25,PT 38,3,S3,25,Q25,LSAC038,LB:53,12341-02
PT 38 · S3 · Q26,PT 38,3,S3,26,Q26,LSAC038,LB:53,12021-03
PT 38 · S4 (RC) · Q1,PT 38,4,S4,1,Q1,LSAC038,RC:53,09468-01
PT 38 · S4 (RC) · Q2,PT 38,4,S4,2,Q2,LSAC038,RC:53,09468-09
PT 38 · S4 (RC) · Q3,PT 38,4,S4,3,Q3,LSAC038,RC:53,09468-04
PT 38 · S4 (RC) · Q4,PT 38,4,S4,4,Q4,LSAC038,RC:53,09468-11
PT 38 · S4 (RC) · Q5,PT 38,4,S4,5,Q5,LSAC038,RC:53,09468-08
PT 38 · S4 (RC) · Q6,PT 38,4,S4,6,Q6,LSAC038,RC:53,09468-03
PT 38 · S4 (RC) · Q7,PT 38,4,S4,7,Q7,LSAC038,RC:53,09468-05
PT 38 · S4 (RC) · Q8,PT 38,4,S4,8,Q8,LSAC038,RC:53,09468-12
PT 38 · S4 (RC) · Q9,PT 38,4,S4,9,Q9,LSAC038,RC:53,10154-01
PT 38 · S4 (RC) · Q10,PT 38,4,S4,10,Q10,LSAC038,RC:53,10154-04
PT 38 · S4 (RC) · Q11,PT 38,4,S4,11,Q11,LSAC038,RC:53,10154-12
PT 38 · S4 (RC) · Q12,PT 38,4,S4,12,Q12,LSAC038,RC:53,10154-02
PT 38 · S4 (RC) · Q13,PT 38,4,S4,13,Q13,LSAC038,RC:53,10154-05
PT 38 · S4 (RC) · Q14,PT 38,4,S4,14,Q14,LSAC038,RC:53,10154-07
PT 38 · S4 (RC) · Q15,PT 38,4,S4,15,Q15,LSAC038,RC:53,10011-01
PT 38 · S4 (RC) · Q16,PT 38,4,S4,16,Q16,LSAC038,RC:53,10011-07
PT 38 · S4 (RC) · Q17,PT 38,4,S4,17,Q17,LSAC038,RC:53,10011-03
PT 38 · S4 (RC) · Q18,PT 38,4,S4,18,Q18,LSAC038,RC:53,10011-10
PT 38 · S4 (RC) · Q19,PT 38,4,S4,19,Q19,LSAC038,RC:53,10011-05
PT 38 · S4 (RC) · Q20,PT 38,4,S4,20,Q20,LSAC038,RC:53,10011-09
PT 38 · S4 (RC) · Q21,PT 38,4,S4,21,Q21,LSAC038,RC:53,11573-01
PT 38 · S4 (RC) · Q22,PT 38,4,S4,22,Q22,LSAC038,RC:53,11573-04
PT 38 · S4 (RC) · Q23,PT 38,4,S4,23,Q23,LSAC038,RC:53,11573-06
PT 38 · S4 (RC) · Q24,PT 38,4,S4,24,Q24,LSAC038,RC:53,11573-12
PT 38 · S4 (RC) · Q25,PT 38,4,S4,25,Q25,LSAC038,RC:53,11573-03
PT 38 · S4 (RC) · Q26,PT 38,4,S4,26,Q26,LSAC038,RC:53,11573-02
PT 38 · S4 (RC) · Q27,PT 38,4,S4,27,Q27,LSAC038,RC:53,11573-09
PT 39 · S1 · Q1,PT 39,1,S1,1,Q1,LSAC039,AR:54,EY001021
PT 39 · S1 · Q2,PT 39,1,S1,2,Q2,LSAC039,AR:54,EY001024
PT 39 · S1 · Q3,PT 39,1,S1,3,Q3,LSAC039,AR:54,EY001023
PT 39 · S1 · Q4,PT 39,1,S1,4,Q4,LSAC039,AR:54,EY001022
PT 39 · S1 · Q5,PT 39,1,S1,5,Q5,LSAC039,AR:54,EY001029
PT 39 · S1 · Q6,PT 39,1,S1,6,Q6,LSAC039,AR:54,8486-02
PT 39 · S1 · Q7,PT 39,1,S1,7,Q7,LSAC039,AR:54,8486-03
PT 39 · S1 · Q8,PT 39,1,S1,8,Q8,LSAC039,AR:54,8486-08
PT 39 · S1 · Q9,PT 39,1,S1,9,Q9,LSAC039,AR:54,8486-09
PT 39 · S1 · Q10,PT 39,1,S1,10,Q10,LSAC039,AR:54,8486-06
PT 39 · S1 · Q11,PT 39,1,S1,11,Q11,LSAC039,AR:54,8486-07
PT 39 · S1 · Q12,PT 39,1,S1,12,Q12,LSAC039,AR:54,11383-01
PT 39 · S1 · Q13,PT 39,1,S1,13,Q13,LSAC039,AR:54,11383-12
PT 39 · S1 · Q14,PT 39,1,S1,14,Q14,LSAC039,AR:54,11383-05
PT 39 · S1 · Q15,PT 39,1,S1,15,Q15,LSAC039,AR:54,11383-06
PT 39 · S1 · Q16,PT 39,1,S1,16,Q16,LSAC039,AR:54,11383-09
PT 39 · S1 · Q17,PT 39,1,S1,17,Q17,LSAC039,AR:54,11383-07
PT 39 · S1 · Q18,PT 39,1,S1,18,Q18,LSAC039,AR:54,11383-10
PT 39 · S1 · Q19,PT 39,1,S1,19,Q19,LSAC039,AR:54,WB000555
PT 39 · S1 · Q20,PT 39,1,S1,20,Q20,LSAC039,AR:54,WB000556
PT 39 · S1 · Q21,PT 39,1,S1,21,Q21,LSAC039,AR:54,WB000557
PT 39 · S1 · Q22,PT 39,1,S1,22,Q22,LSAC039,AR:54,WB000559
PT 39 · S1 · Q23,PT 39,1,S1,23,Q23,LSAC039,AR:54,WB000560
PT 39 · S2 · Q1,PT 39,2,S2,1,Q1,LSAC039,LA:54,WA001295
PT 39 · S2 · Q2,PT 39,2,S2,2,Q2,LSAC039,LA:54,12693-05
PT 39 · S2 · Q3,PT 39,2,S2,3,Q3,LSAC039,LA:54,08900-10
PT 39 · S2 · Q4,PT 39,2,S2,4,Q4,LSAC039,LA:54,XG002264
PT 39 · S2 · Q5,PT 39,2,S2,5,Q5,LSAC039,LA:54,12027-10
PT 39 · S2 · Q6,PT 39,2,S2,6,Q6,LSAC039,LA:54,10287-02
PT 39 · S2 · Q7,PT 39,2,S2,7,Q7,LSAC039,LA:54,XG000209
PT 39 · S2 · Q8,PT 39,2,S2,8,Q8,LSAC039,LA:54,XG000210
PT 39 · S2 · Q9,PT 39,2,S2,9,Q9,LSAC039,LA:54,EY000768
PT 39 · S2 · Q10,PT 39,2,S2,10,Q10,LSAC039,LA:54,EY000769
PT 39 · S2 · Q11,PT 39,2,S2,11,Q11,LSAC039,LA:54,10703-03
PT 39 · S2 · Q12,PT 39,2,S2,12,Q12,LSAC039,LA:54,09528-02
PT 39 · S2 · Q13,PT 39,2,S2,13,Q13,LSAC039,LA:54,11045-01
PT 39 · S2 · Q14,PT 39,2,S2,14,Q14,LSAC039,LA:54,12542-07
PT 39 · S2 · Q15,PT 39,2,S2,15,Q15,LSAC039,LA:54,FC000883
PT 39 · S2 · Q16,PT 39,2,S2,16,Q16,LSAC039,LA:54,08375-08
PT 39 · S2 · Q17,PT 39,2,S2,17,Q17,LSAC039,LA:54,11984-08
PT 39 · S2 · Q18,PT 39,2,S2,18,Q18,LSAC039,LA:54,11916-08
PT 39 · S2 · Q19,PT 39,2,S2,19,Q19,LSAC039,LA:54,JC001309
PT 39 · S2 · Q20,PT 39,2,S2,20,Q20,LSAC039,LA:54,09868-06
PT 39 · S2 · Q21,PT 39,2,S2,21,Q21,LSAC039,LA:54,12810-10
PT 39 · S2 · Q22,PT 39,2,S2,22,Q22,LSAC039,LA:54,11113-07
PT 39 · S2 · Q23,PT 39,2,S2,23,Q23,LSAC039,LA:54,08925-01
PT 39 · S2 · Q24,PT 39,2,S2,24,Q24,LSAC039,LA:54,12443-08
PT 39 · S3 · Q1,PT 39,3,S3,1,Q1,LSAC039,LB:54,11013-02
PT 39 · S3 · Q2,PT 39,3,S3,2,Q2,LSAC039,LB:54,CD002557
PT 39 · S3 · Q3,PT 39,3,S3,3,Q3,LSAC039,LB:54,CD002558
PT 39 · S3 · Q4,PT 39,3,S3,4,Q4,LSAC039,LB:54,11984-09
PT 39 · S3 · Q5,PT 39,3,S3,5,Q5,LSAC039,LB:54,09963-02
PT 39 · S3 · Q6,PT 39,3,S3,6,Q6,LSAC039,LB:54,CD002569
PT 39 · S3 · Q7,PT 39,3,S3,7,Q7,LSAC039,LB:54,FC000644
PT 39 · S3 · Q8,PT 39,3,S3,8,Q8,LSAC039,LB:54,FC000645
PT 39 · S3 · Q9,PT 39,3,S3,9,Q9,LSAC039,LB:54,11556-06
PT 39 · S3 · Q10,PT 39,3,S3,10,Q10,LSAC039,LB:54,CD003211
PT 39 · S3 · Q11,PT 39,3,S3,11,Q11,LSAC039,LB:54,09281-07
PT 39 · S3 · Q12,PT 39,3,S3,12,Q12,LSAC039,LB:54,XG002285
PT 39 · S3 · Q13,PT 39,3,S3,13,Q13,LSAC039,LB:54,13127-08
PT 39 · S3 · Q14,PT 39,3,S3,14,Q14,LSAC039,LB:54,08378-07
PT 39 · S3 · Q15,PT 39,3,S3,15,Q15,LSAC039,LB:54,12809-06
PT 39 · S3 · Q16,PT 39,3,S3,16,Q16,LSAC039,LB:54,13051-01
PT 39 · S3 · Q17,PT 39,3,S3,17,Q17,LSAC039,LB:54,10706-07
PT 39 · S3 · Q18,PT 39,3,S3,18,Q18,LSAC039,LB:54,12372-08
PT 39 · S3 · Q19,PT 39,3,S3,19,Q19,LSAC039,LB:54,09554-07
PT 39 · S3 · Q20,PT 39,3,S3,20,Q20,LSAC039,LB:54,12195-06
PT 39 · S3 · Q21,PT 39,3,S3,21,Q21,LSAC039,LB:54,10458-05
PT 39 · S3 · Q22,PT 39,3,S3,22,Q22,LSAC039,LB:54,08899-06
PT 39 · S3 · Q23,PT 39,3,S3,23,Q23,LSAC039,LB:54,12371-07
PT 39 · S3 · Q24,PT 39,3,S3,24,Q24,LSAC039,LB:54,12367-07
PT 39 · S3 · Q25,PT 39,3,S3,25,Q25,LSAC039,LB:54,12444-04
PT 39 · S3 · Q26,PT 39,3,S3,26,Q26,LSAC039,LB:54,11411-06
PT 39 · S4 (RC) · Q1,PT 39,4,S4,1,Q1,LSAC039,RC:54,12310-01
PT 39 · S4 (RC) · Q2,PT 39,4,S4,2,Q2,LSAC039,RC:54,D022B-05
PT 39 · S4 (RC) · Q3,PT 39,4,S4,3,Q3,LSAC039,RC:54,12310-09
PT 39 · S4 (RC) · Q4,PT 39,4,S4,4,Q4,LSAC039,RC:54,12310-10
PT 39 · S4 (RC) · Q5,PT 39,4,S4,5,Q5,LSAC039,RC:54,12310-02
PT 39 · S4 (RC) · Q6,PT 39,4,S4,6,Q6,LSAC039,RC:54,12310-12
PT 39 · S4 (RC) · Q7,PT 39,4,S4,7,Q7,LSAC039,RC:54,12310-03
PT 39 · S4 (RC) · Q8,PT 39,4,S4,8,Q8,LSAC039,RC:54,12310-06
PT 39 · S4 (RC) · Q9,PT 39,4,S4,9,Q9,LSAC039,RC:54,08715-01
PT 39 · S4 (RC) · Q10,PT 39,4,S4,10,Q10,LSAC039,RC:54,08715-08
PT 39 · S4 (RC) · Q11,PT 39,4,S4,11,Q11,LSAC039,RC:54,08715-09
PT 39 · S4 (RC) · Q12,PT 39,4,S4,12,Q12,LSAC039,RC:54,08715-06
PT 39 · S4 (RC) · Q13,PT 39,4,S4,13,Q13,LSAC039,RC:54,08715-10
PT 39 · S4 (RC) · Q14,PT 39,4,S4,14,Q14,LSAC039,RC:54,08715-03
PT 39 · S4 (RC) · Q15,PT 39,4,S4,15,Q15,LSAC039,RC:54,08715-07
PT 39 · S4 (RC) · Q16,PT 39,4,S4,16,Q16,LSAC039,RC:54,08715-11
PT 39 · S4 (RC) · Q17,PT 39,4,S4,17,Q17,LSAC039,RC:54,12077-01
PT 39 · S4 (RC) · Q18,PT 39,4,S4,18,Q18,LSAC039,RC:54,12077-02
PT 39 · S4 (RC) · Q19,PT 39,4,S4,19,Q19,LSAC039,RC:54,12077-09
PT 39 · S4 (RC) · Q20,PT 39,4,S4,20,Q20,LSAC039,RC:54,12077-10
PT 39 · S4 (RC) · Q21,PT 39,4,S4,21,Q21,LSAC039,RC:54,12077-03
PT 39 · S4 (RC) · Q22,PT 39,4,S4,22,Q22,LSAC039,RC:54,12077-06
PT 39 · S4 (RC) · Q23,PT 39,4,S4,23,Q23,LSAC039,RC:54,12077-12
PT 39 · S4 (RC) · Q24,PT 39,4,S4,24,Q24,LSAC039,RC:54,10892-01
PT 39 · S4 (RC) · Q25,PT 39,4,S4,25,Q25,LSAC039,RC:54,10892-10
PT 39 · S4 (RC) · Q26,PT 39,4,S4,26,Q26,LSAC039,RC:54,10892-04
PT 39 · S4 (RC) · Q27,PT 39,4,S4,27,Q27,LSAC039,RC:54,10892-09
PT 39 · S4 (RC) · Q28,PT 39,4,S4,28,Q28,LSAC039,RC:54,10892-07
PT 40 · S1 · Q1,PT 40,1,S1,1,Q1,LSAC040,AR:60,12253-01
PT 40 · S1 · Q2,PT 40,1,S1,2,Q2,LSAC040,AR:60,12253-03
PT 40 · S1 · Q3,PT 40,1,S1,3,Q3,LSAC040,AR:60,12253-07
PT 40 · S1 · Q4,PT 40,1,S1,4,Q4,LSAC040,AR:60,12253-05
PT 40 · S1 · Q5,PT 40,1,S1,5,Q5,LSAC040,AR:60,12253-12
PT 40 · S1 · Q6,PT 40,1,S1,6,Q6,LSAC040,AR:60,B018C-11
PT 40 · S1 · Q7,PT 40,1,S1,7,Q7,LSAC040,AR:60,B018C-12
PT 40 · S1 · Q8,PT 40,1,S1,8,Q8,LSAC040,AR:60,B018C-13
PT 40 · S1 · Q9,PT 40,1,S1,9,Q9,LSAC040,AR:60,B018C-15
PT 40 · S1 · Q10,PT 40,1,S1,10,Q10,LSAC040,AR:60,B018C-19
PT 40 · S1 · Q11,PT 40,1,S1,11,Q11,LSAC040,AR:60,14390-01
PT 40 · S1 · Q12,PT 40,1,S1,12,Q12,LSAC040,AR:60,14390-06
PT 40 · S1 · Q13,PT 40,1,S1,13,Q13,LSAC040,AR:60,14390-03
PT 40 · S1 · Q14,PT 40,1,S1,14,Q14,LSAC040,AR:60,14390-05
PT 40 · S1 · Q15,PT 40,1,S1,15,Q15,LSAC040,AR:60,14390-07
PT 40 · S1 · Q16,PT 40,1,S1,16,Q16,LSAC040,AR:60,14390-04
PT 40 · S1 · Q17,PT 40,1,S1,17,Q17,LSAC040,AR:60,14390-10
PT 40 · S1 · Q18,PT 40,1,S1,18,Q18,LSAC040,AR:60,XG002364
PT 40 · S1 · Q19,PT 40,1,S1,19,Q19,LSAC040,AR:60,XG002365
PT 40 · S1 · Q20,PT 40,1,S1,20,Q20,LSAC040,AR:60,XG002371
PT 40 · S1 · Q21,PT 40,1,S1,21,Q21,LSAC040,AR:60,XG002367
PT 40 · S1 · Q22,PT 40,1,S1,22,Q22,LSAC040,AR:60,XG002366
PT 40 · S1 · Q23,PT 40,1,S1,23,Q23,LSAC040,AR:60,XG002370
PT 40 · S2 · Q1,PT 40,2,S2,1,Q1,LSAC040,LA:60,09554-05
PT 40 · S2 · Q2,PT 40,2,S2,2,Q2,LSAC040,LA:60,XG001691
PT 40 · S2 · Q3,PT 40,2,S2,3,Q3,LSAC040,LA:60,09281-05
PT 40 · S2 · Q4,PT 40,2,S2,4,Q4,LSAC040,LA:60,WI000137
PT 40 · S2 · Q5,PT 40,2,S2,5,Q5,LSAC040,LA:60,12929-10
PT 40 · S2 · Q6,PT 40,2,S2,6,Q6,LSAC040,LA:60,09256-07
PT 40 · S2 · Q7,PT 40,2,S2,7,Q7,LSAC040,LA:60,13884-02
PT 40 · S2 · Q8,PT 40,2,S2,8,Q8,LSAC040,LA:60,WA000848
PT 40 · S2 · Q9,PT 40,2,S2,9,Q9,LSAC040,LA:60,12251-01
PT 40 · S2 · Q10,PT 40,2,S2,10,Q10,LSAC040,LA:60,11448-09
PT 40 · S2 · Q11,PT 40,2,S2,11,Q11,LSAC040,LA:60,12194-10
PT 40 · S2 · Q12,PT 40,2,S2,12,Q12,LSAC040,LA:60,13755-06
PT 40 · S2 · Q13,PT 40,2,S2,13,Q13,LSAC040,LA:60,10731-03
PT 40 · S2 · Q14,PT 40,2,S2,14,Q14,LSAC040,LA:60,13039-03
PT 40 · S2 · Q15,PT 40,2,S2,15,Q15,LSAC040,LA:60,10280-03
PT 40 · S2 · Q16,PT 40,2,S2,16,Q16,LSAC040,LA:60,12589-04
PT 40 · S2 · Q17,PT 40,2,S2,17,Q17,LSAC040,LA:60,13680-10
PT 40 · S2 · Q18,PT 40,2,S2,18,Q18,LSAC040,LA:60,13911-03
PT 40 · S2 · Q19,PT 40,2,S2,19,Q19,LSAC040,LA:60,11458-04
PT 40 · S2 · Q20,PT 40,2,S2,20,Q20,LSAC040,LA:60,10700-06
PT 40 · S2 · Q21,PT 40,2,S2,21,Q21,LSAC040,LA:60,13288-01
PT 40 · S2 · Q22,PT 40,2,S2,22,Q22,LSAC040,LA:60,13991-01
PT 40 · S2 · Q23,PT 40,2,S2,23,Q23,LSAC040,LA:60,12018-02
PT 40 · S2 · Q24,PT 40,2,S2,24,Q24,LSAC040,LA:60,13190-01
PT 40 · S2 · Q25,PT 40,2,S2,25,Q25,LSAC040,LA:60,12966-03
PT 40 · S3 · Q1,PT 40,3,S3,1,Q1,LSAC040,LB:60,10001-09
PT 40 · S3 · Q2,PT 40,3,S3,2,Q2,LSAC040,LB:60,13943-09
PT 40 · S3 · Q3,PT 40,3,S3,3,Q3,LSAC040,LB:60,13755-01
PT 40 · S3 · Q4,PT 40,3,S3,4,Q4,LSAC040,LB:60,13241-06
PT 40 · S3 · Q5,PT 40,3,S3,5,Q5,LSAC040,LB:60,FC000502
PT 40 · S3 · Q6,PT 40,3,S3,6,Q6,LSAC040,LB:60,09105-02
PT 40 · S3 · Q7,PT 40,3,S3,7,Q7,LSAC040,LB:60,12651-09
PT 40 · S3 · Q8,PT 40,3,S3,8,Q8,LSAC040,LB:60,WA000862
